country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,country_short_list
Italy,it,5,8,3,0,1,0.0,7,0,M,True,False,True,True,545,2857,Italy
Italy,en,19,8,0,5,6,50.0,0,0,M,True,False,True,False,419,2857,Italy
Sweden,en,7,9,214,0,1,0.0,2,4,F,True,False,True,True,11,2857,Sweden
France,fr,6,8,0,0,2,100.0,0,0,F,True,False,True,True,14,2857,France
Italy,it,4,8,0,1,3,100.0,0,0,F,False,False,False,True,11,2857,Italy
Italy,it,3,8,1,0,2,100.0,0,0,F,True,False,True,True,629,2857,Italy
France,fr,6,8,0,0,2,0.0,0,0,M,False,False,False,True,216,2857,France
Bahamas,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,590,2857,Other
Germany,en,10,9,23,2,2,0.0,11,0,F,True,False,True,False,183,2857,Germany
France,fr,3,8,0,0,2,100.0,0,0,F,False,False,False,True,424,2857,France
France,fr,53,9,3,5,106,98.0,0,0,F,True,False,True,True,11,2857,France
France,fr,4,8,1,0,1,0.0,0,0,M,True,False,True,True,345,2857,France
US,en,5,8,0,1,1,0.0,0,0,F,False,False,False,True,534,2857,US
Netherlands,en,8,8,38,3,9,77.0,1,3,M,True,False,True,True,12,2857,Netherlands
Italy,it,5,11,8,1,4,75.0,3,0,F,False,False,False,True,16,2857,Italy
UK,en,6,8,0,0,1,0.0,0,0,M,True,False,True,True,616,2857,UK
Grèce,en,12,11,6,8,3,100.0,5,2,F,True,False,True,False,11,2857,Other
US,en,9,8,89,0,2,100.0,3,21,F,True,False,True,True,76,2857,US
France,fr,6,8,2,4,3,0.0,0,0,F,False,False,False,False,13,2857,France
Germany,de,7,8,1,1,1,0.0,16,0,F,True,True,False,False,211,2857,Germany
France,fr,6,8,0,1,1,0.0,0,0,F,False,False,False,False,251,2857,France
Italy,it,7,8,1,0,1,0.0,1,0,M,True,False,True,True,120,2857,Italy
US,en,8,9,66,1,2,50.0,1,8,F,True,False,True,True,11,2857,US
Spain,es,53,9,4,38,50,68.0,3,0,F,True,False,True,True,240,2857,Spain
France,fr,11,8,1,2,3,100.0,0,0,F,False,False,False,True,12,2857,France
UK,en,3,8,0,7,1,0.0,0,0,F,False,False,False,True,83,2857,UK
France,fr,25,26,876,7,5,100.0,15,12,F,True,False,True,False,11,2857,France
Îles Canaries,es,3,8,0,1,1,0.0,0,0,F,False,False,False,True,106,2857,Other
UK,en,3,8,22,0,2,100.0,25,1,F,True,False,True,True,303,2857,UK
UK,en,10,10,7,1,3,100.0,8,1,M,True,True,False,True,18,2857,UK
France,fr,4,8,0,0,1,0.0,0,0,M,False,False,False,True,34,2857,France
UK,en,11,8,33,0,3,100.0,4,1,F,True,False,True,True,103,2857,UK
US,en,9,8,1,5,8,100.0,1,0,F,False,False,False,True,34,2857,US
Netherlands,en,22,11,432,3,9,70.0,181,37,F,True,True,False,True,12,2857,Netherlands
UK,en,5,8,1,0,1,0.0,0,0,F,True,False,True,True,365,2857,UK
Italy,it,47,8,4,9,63,98.0,1,0,F,True,True,False,True,12,2857,Italy
Italy,it,6,8,0,3,5,100.0,0,0,M,False,False,False,True,13,2857,Italy
UK,en,6,8,12,0,2,100.0,0,0,M,True,False,True,True,73,2857,UK
France,fr,8,8,48,0,1,0.0,29,2,F,False,False,False,True,11,2857,France
UK,en,3,8,0,0,1,0.0,0,0,M,False,False,False,False,233,2857,UK
France,fr,3,8,2,0,1,0.0,0,0,M,False,False,False,True,291,2857,France
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,696,2857,France
France,fr,5,8,0,0,1,0.0,0,0,F,True,False,True,True,581,2857,France
France,fr,8,8,0,2,3,100.0,0,0,F,True,False,True,True,341,2857,France
Italy,it,5,8,1,1,1,0.0,0,0,F,True,True,False,True,224,2857,Italy
Germany,de,7,8,16,4,7,100.0,0,0,F,True,False,True,False,11,2857,Germany
Spain,es,4,8,1,0,1,0.0,0,0,F,True,False,True,False,157,2857,Spain
Italy,it,3,9,0,0,1,0.0,0,0,M,True,True,False,True,557,2857,Italy
France,fr,4,8,13,13,5,100.0,0,0,F,False,False,False,True,16,2857,France
UK,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,372,2857,UK
Italy,it,10,8,4,5,7,71.0,2,0,F,True,False,True,False,71,2857,Italy
Monaco,en,5,8,2,6,3,100.0,1,0,F,False,False,False,False,11,2857,Other
Germany,de,30,8,16,13,33,96.0,97,1,F,False,False,False,False,12,2857,Germany
US,en,6,8,1,0,1,0.0,0,0,F,True,False,True,True,239,2857,US
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,False,285,2857,France
US,en,17,8,0,3,14,93.0,0,0,M,True,False,True,True,11,2857,US
UK,en,4,8,24,7,1,0.0,8,3,F,False,False,False,False,13,2857,UK
Italy,it,10,8,0,2,3,0.0,0,0,F,True,False,True,True,11,2857,Italy
France,fr,4,8,1,2,2,0.0,0,0,F,True,True,False,True,117,2856,France
UK,fr,4,8,3,2,8,87.0,120,7,M,True,False,True,True,11,2856,UK
US,en,10,8,0,0,1,0.0,0,0,F,True,False,True,True,606,2856,US
UK,en,19,38,331,1,1,0.0,10,31,F,True,False,True,True,11,2856,UK
Italy,it,5,9,5,0,2,100.0,0,0,F,True,False,True,False,20,2856,Italy
France,fr,9,19,38,1,3,100.0,1,0,M,True,False,True,False,59,2856,France
Italy,it,4,8,0,0,1,0.0,0,0,M,True,False,True,True,645,2856,Italy
France,fr,20,9,0,1,1,0.0,0,0,F,True,False,True,False,353,2856,France
UK,en,9,8,1,0,1,0.0,0,0,F,True,False,True,True,679,2856,UK
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,397,2856,France
France,fr,3,8,0,1,3,0.0,0,0,F,True,False,True,True,497,2856,France
France,fr,7,8,0,0,7,100.0,0,0,F,True,False,True,False,523,2856,France
Pologne,en,5,8,1,1,3,66.0,0,0,M,True,False,True,True,125,2856,Other
France,fr,4,8,2,0,1,0.0,0,0,F,False,False,False,True,389,2856,France
Croatie,en,3,8,55,0,1,0.0,21,3,F,False,False,False,True,16,2856,Other
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,300,2856,France
France,fr,6,8,0,0,7,85.0,0,0,F,False,False,False,True,30,2856,France
Spain,es,4,8,3,0,1,0.0,1,0,F,False,False,False,True,509,2856,Spain
France,fr,6,8,55,4,3,100.0,0,0,F,False,False,False,False,12,2856,France
France,fr,5,8,0,0,1,0.0,0,0,F,True,False,True,True,637,2856,France
France,en,5,8,7,1,4,50.0,0,0,F,True,False,True,False,13,2856,France
France,fr,5,8,0,0,1,0.0,0,0,F,False,False,False,True,397,2856,France
France,fr,7,8,0,0,1,0.0,0,0,F,True,False,True,True,578,2856,France
France,fr,5,8,6,0,3,33.0,0,0,F,False,False,False,True,359,2856,France
Austria,de,7,9,102,8,9,100.0,222,28,F,False,False,False,True,11,2856,Other
France,fr,12,8,2,8,4,75.0,0,15,F,True,False,True,True,11,2856,France
France,fr,5,8,0,4,1,0.0,0,0,F,True,False,True,False,11,2856,France
Italy,it,13,8,12,3,16,81.0,1,0,M,False,False,False,False,40,2856,Italy
UK,en,10,8,0,1,4,75.0,0,0,F,False,False,False,True,497,2856,UK
Croatie,en,50,8,0,44,64,93.0,0,0,F,False,False,False,True,11,2856,Other
Italy,it,4,10,28,2,1,0.0,5,0,F,True,True,False,True,19,2856,Italy
Italy,it,3,8,0,0,1,0.0,0,0,F,False,False,False,True,125,2856,Italy
UK,en,3,8,11,0,2,50.0,0,0,F,False,False,False,True,230,2856,UK
Germany,de,6,8,14,2,3,0.0,10,0,M,True,False,True,True,24,2856,Germany
France,fr,6,8,0,0,1,0.0,0,0,M,False,False,False,True,336,2856,France
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,506,2856,France
Italy,it,3,10,9,0,2,0.0,94,1,F,True,True,False,True,11,2856,Italy
France,fr,8,8,7,0,6,83.0,0,0,M,True,True,False,True,22,2856,France
Italy,it,3,8,2,1,1,0.0,0,0,F,True,False,True,True,118,2856,Italy
UK,en,6,8,1,1,4,75.0,0,0,F,True,True,True,True,262,2856,UK
France,fr,6,8,8,0,1,0.0,16,4,F,False,False,False,True,15,2856,France
France,fr,13,8,0,9,10,100.0,0,0,F,False,False,False,True,21,2856,France
Spain,es,17,9,15,3,2,100.0,11,2,F,True,False,True,True,12,2856,Spain
Italy,it,3,8,0,0,1,0.0,0,0,F,True,True,False,False,26,2856,Italy
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,475,2856,France
Sweden,en,13,9,19,18,3,100.0,0,0,F,True,False,True,False,11,2856,Sweden
UK,en,5,8,1,0,1,0.0,0,0,F,False,False,False,True,692,2856,UK
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,609,2856,France
Italy,it,10,9,70,5,10,90.0,1,0,F,True,True,False,True,12,2856,Italy
France,fr,5,9,2,0,2,0.0,0,0,M,True,False,True,True,97,2856,France
France,fr,6,9,8,0,1,0.0,0,0,F,False,False,False,True,60,2856,France
Italy,it,100,450,544,82,41,90.0,114,9,F,True,False,True,False,11,2856,Italy
France,fr,4,8,0,0,2,100.0,0,0,F,True,False,True,True,356,2856,France
US,en,8,8,0,22,15,100.0,0,0,F,True,True,True,True,13,2856,US
Swiss,en,18,8,4,202,17,92.3,31,6,F,False,False,False,True,11,2856,Other
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,425,2856,France
Germany,de,6,8,0,25,6,66.0,2,0,F,True,False,True,True,12,2856,Germany
France,fr,5,8,0,0,1,0.0,0,0,F,False,False,False,True,412,2856,France
Netherlands,en,7,8,3,0,4,100.0,3,0,M,True,False,True,True,74,2856,Netherlands
France,fr,8,8,3,0,3,0.0,0,0,F,False,False,False,True,336,2856,France
France,fr,4,8,0,0,1,0.0,0,0,M,True,True,False,True,676,2856,France
Italy,it,7,9,0,0,1,0.0,24,2,F,True,False,True,True,152,2856,Italy
Germany,de,5,8,1,0,2,100.0,5,1,F,False,False,False,True,25,2856,Germany
France,fr,4,8,8,0,1,0.0,0,0,F,True,False,True,True,18,2856,France
UK,en,9,8,17,16,15,90.0,4,1,F,True,False,True,True,12,2856,UK
Swiss,fr,4,8,1,0,2,0.0,0,0,M,False,False,False,False,251,2856,Other
Sweden,en,4,8,76,1,1,0.0,25,5,F,True,False,True,False,52,2856,Sweden
UK,en,14,8,2,0,4,75.0,0,0,F,False,False,False,False,149,2856,UK
Italy,it,5,8,2,0,4,25.0,0,0,F,False,False,False,True,260,2856,Italy
US,en,6,8,0,12,11,83.0,1,1,F,False,False,False,True,11,2856,US
France,fr,6,9,2,1,1,0.0,0,0,F,True,False,True,True,624,2856,France
Austria,de,4,8,30,1,3,100.0,0,0,F,False,False,False,True,11,2856,Other
France,fr,6,8,21,2,15,100.0,0,1,F,True,False,True,False,13,2856,France
Luxembourg,en,3,8,1,4,1,0.0,0,0,M,True,False,True,True,122,2856,Other
UK,en,8,8,2,5,6,50.0,0,0,F,False,False,False,True,356,2856,UK
US,en,3,8,1,0,1,0.0,0,0,F,False,False,False,True,288,2856,US
UK,en,6,8,3,0,1,0.0,0,0,F,True,True,True,True,100,2856,UK
Netherlands,en,8,9,1,0,1,0.0,0,0,F,True,True,False,False,547,2856,Netherlands
France,fr,4,8,2,1,1,0.0,0,0,F,True,False,True,True,330,2856,France
US,en,4,8,0,0,1,0.0,0,0,M,False,False,False,True,542,2856,US
France,fr,7,8,7,6,5,80.0,6,1,F,True,False,True,False,360,2856,France
Italy,it,7,8,0,7,4,100.0,0,0,M,True,False,True,False,14,2856,Italy
France,fr,3,8,7,2,1,0.0,8,0,F,False,False,False,True,88,2856,France
Italy,it,3,8,3,6,1,0.0,0,0,F,True,False,True,False,11,2856,Italy
Italy,it,3,9,6,0,1,0.0,0,2,F,True,False,True,True,11,2856,Italy
Denmark,en,6,8,11,2,2,0.0,4,5,F,False,False,False,True,21,2856,Denmark
Denmark,en,12,12,172,3,1,0.0,104,11,F,True,False,True,False,11,2856,Denmark
Germany,de,5,8,2,0,2,0.0,0,0,M,True,False,True,True,614,2856,Germany
France,fr,3,8,19,0,1,0.0,0,0,F,True,False,True,True,22,2856,France
Italy,it,48,28,346,3,19,89.0,1075,54,F,True,False,True,False,11,2856,Italy
Italy,it,40,8,0,12,37,94.0,0,0,F,True,False,True,False,11,2856,Italy
Italy,it,11,8,3,1,11,63.0,2,0,F,True,False,True,True,129,2856,Italy
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,203,2856,France
US,en,9,8,0,1,1,0.0,0,0,F,False,False,False,True,664,2856,US
Italy,it,27,8,0,1,24,90.9,0,0,F,False,False,False,True,38,2856,Italy
Netherlands,en,3,9,30,0,1,0.0,1,1,F,True,False,True,True,13,2856,Netherlands
France,fr,36,8,45,5,22,69.2,0,0,M,True,False,True,True,14,2856,France
France,fr,12,8,26,2,4,60.0,0,2,M,True,False,True,False,21,2856,France
France,fr,9,8,0,8,9,88.0,0,0,F,True,True,False,True,16,2856,France
France,fr,9,12,142,0,1,0.0,34,23,F,True,True,False,True,13,2856,France
France,fr,3,8,0,1,1,0.0,0,0,F,True,False,True,True,27,2856,France
UK,en,5,8,0,0,1,0.0,0,0,F,True,False,True,False,32,2856,UK
UK,en,57,8,45,123,92,74.0,6,2,F,True,False,True,True,11,2856,UK
Spain,es,16,10,263,3,23,86.0,5,1,M,True,False,True,False,15,2856,Spain
France,fr,5,8,90,3,6,0.0,0,1,F,True,False,True,True,11,2855,France
US,en,5,8,1,0,1,0.0,1,4,M,False,False,False,True,513,2855,US
France,fr,4,8,1,0,1,0.0,0,0,M,False,False,False,True,31,2855,France
UK,en,15,21,480,3,5,83.0,7,19,F,True,False,True,True,11,2855,UK
US,en,3,9,0,1,1,0.0,0,0,F,True,False,True,True,333,2855,US
US,en,21,31,24,0,5,100.0,1,0,M,True,False,True,False,146,2855,US
US,en,102,8,0,0,87,98.0,0,0,F,False,False,False,True,68,2855,US
US,en,9,8,0,20,2,50.0,0,0,F,True,False,True,False,11,2855,US
US,en,17,14,113,4,1,0.0,210,77,F,True,False,True,True,11,2855,US
US,en,7,8,1,7,3,0.0,0,0,M,True,False,True,True,23,2855,US
France,fr,3,9,55,1,1,0.0,1,0,F,False,False,False,True,23,2855,France
Germany,es,6,8,1,0,1,0.0,0,0,M,True,True,False,True,690,2855,Germany
Italy,it,10,8,183,3,3,66.0,11,3,F,True,False,True,True,11,2855,Italy
Taiwan,en,83,8,4,56,57,98.0,0,0,F,True,False,True,True,11,2855,Other
France,fr,7,8,0,0,1,0.0,0,0,F,True,False,True,True,96,2855,France
Netherlands,en,9,11,59,5,9,90.0,7,1,F,False,False,False,False,43,2855,Netherlands
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,471,2855,France
UK,en,12,8,3,8,12,84.0,1,0,F,True,False,True,False,35,2855,UK
Hong Kong,en,3,8,0,1,1,0.0,0,0,F,False,False,False,True,92,2855,Other
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,13,2855,France
UK,en,3,8,4,0,1,0.0,0,1,F,False,False,False,True,67,2855,UK
UK,en,6,8,3,1,3,66.0,0,0,F,False,False,False,False,53,2855,UK
France,fr,5,7,1,3,1,0.0,0,0,F,True,False,True,True,344,2855,France
Spain,es,7,8,0,0,1,0.0,0,0,M,True,False,True,True,474,2855,Spain
UK,it,4,8,0,0,1,0.0,0,0,F,False,False,False,True,247,2855,UK
Finland,en,8,9,32,0,9,77.0,4,13,F,True,False,True,False,20,2855,Other
Italy,it,5,8,0,0,1,0.0,0,0,F,True,False,True,True,624,2855,Italy
Italy,it,9,8,0,3,4,50.0,0,0,F,True,False,True,True,13,2855,Italy
US,en,33,2,9,1,14,85.0,5,0,M,True,False,True,False,15,2855,US
Netherlands,en,9,8,0,0,2,0.0,0,0,M,False,False,False,True,421,2855,Netherlands
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,341,2855,France
France,fr,3,8,0,1,1,0.0,0,0,F,False,False,False,True,321,2855,France
France,fr,3,8,1,0,2,100.0,0,0,M,True,False,True,True,18,2855,France
France,fr,10,8,8,1,11,72.0,0,0,F,True,False,True,True,358,2855,France
France,fr,4,8,0,0,1,0.0,0,0,M,False,False,False,True,372,2855,France
France,fr,5,9,3,0,2,100.0,1,0,F,True,False,True,False,115,2855,France
UK,en,10,12,0,14,4,50.0,20,2,F,True,False,True,False,151,2855,UK
UK,en,8,8,0,0,5,60.0,0,5,F,True,False,True,True,11,2855,UK
France,fr,4,9,53,2,2,100.0,1,0,F,True,True,False,True,433,2855,France
France,fr,17,5,40,7,15,82.0,0,0,M,True,False,True,False,11,2855,France
Singapour,en,4,8,12,0,4,50.0,0,0,F,False,False,False,True,130,2855,Other
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,26,2855,UK
US,en,9,8,1,1,1,0.0,0,0,F,False,False,False,False,631,2855,US
Spain,es,10,8,0,1,1,0.0,0,0,F,True,False,True,False,451,2855,Spain
UK,en,20,8,7,1,15,43.0,0,0,F,True,False,True,False,395,2855,UK
Austria,de,17,11,2,0,5,80.0,2,3,F,True,True,False,True,45,2855,Other
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,322,2855,France
Portugal,en,3,8,0,0,1,0.0,0,0,F,True,False,True,True,24,2855,Other
Italy,it,8,10,116,7,3,0.0,23,0,F,True,False,True,False,70,2855,Italy
Romania,en,7,8,17,1,5,80.0,0,0,F,True,True,False,True,59,2855,Other
Italy,it,5,10,65,3,1,0.0,1,1,F,True,False,True,False,14,2855,Italy
France,fr,5,10,0,0,1,0.0,0,0,F,True,True,True,True,50,2855,France
UK,en,3,8,1,2,1,0.0,0,0,F,False,False,False,True,462,2855,UK
Italy,it,4,8,1,0,1,0.0,0,0,F,True,True,False,True,629,2855,Italy
France,fr,7,11,38,0,1,0.0,3,2,F,True,False,True,True,37,2855,France
Italy,it,5,10,0,6,11,100.0,0,0,F,False,False,False,False,11,2855,Italy
Bulgaria,en,8,8,0,0,1,0.0,0,0,M,True,False,True,False,601,2855,Other
France,fr,12,22,74,0,1,0.0,278,4,M,True,False,True,False,16,2855,France
US,en,3,8,0,0,1,0.0,0,0,F,True,False,True,True,670,2855,US
UK,en,4,9,19,3,1,0.0,1,2,F,True,False,True,True,18,2855,UK
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,681,2855,France
France,fr,16,8,0,2,4,100.0,1,0,F,False,False,False,False,31,2855,France
Germany,de,5,8,0,0,2,0.0,0,0,F,True,True,False,False,203,2855,Germany
France,fr,4,9,4,0,2,0.0,0,0,F,True,False,True,True,22,2855,France
France,fr,3,8,32,0,1,0.0,0,0,F,True,False,True,True,577,2855,France
Italy,it,3,8,0,0,1,0.0,0,0,F,False,False,False,True,659,2855,Italy
Netherlands,en,6,8,7,0,2,100.0,15,2,F,True,True,False,False,160,2855,Netherlands
Italy,en,31,8,0,5,9,88.0,0,0,M,True,False,True,False,68,2855,Italy
Germany,de,8,11,549,5,1,0.0,8,10,M,True,False,True,False,11,2855,Germany
UK,en,5,8,4,0,1,0.0,0,0,M,True,False,True,True,33,2855,UK
France,fr,4,8,9,1,1,0.0,113,5,F,False,False,False,True,14,2855,France
France,fr,7,8,0,1,10,60.0,0,0,F,True,False,True,True,13,2855,France
France,fr,3,9,0,0,1,0.0,0,0,F,False,False,False,True,688,2855,France
Belgium,fr,6,8,0,0,3,66.0,0,0,F,False,False,False,True,230,2855,Belgium
UK,en,6,8,0,0,1,0.0,0,0,F,False,False,False,True,634,2855,UK
France,fr,11,8,0,0,2,100.0,0,0,F,True,False,True,True,169,2855,France
US,en,7,8,0,0,1,0.0,0,0,F,True,True,False,True,665,2855,US
France,fr,8,10,22,0,1,0.0,0,0,M,True,False,True,True,149,2855,France
France,fr,6,8,1,1,2,100.0,0,0,F,False,False,False,True,373,2855,France
US,en,16,8,0,25,9,100.0,0,0,F,False,False,False,True,131,2855,US
Netherlands,en,5,8,12,0,1,0.0,0,0,F,True,False,True,False,36,2855,Netherlands
UK,en,6,9,33,0,1,0.0,3,2,F,True,False,True,True,49,2855,UK
US,en,7,8,0,0,2,100.0,0,0,M,False,False,False,True,167,2855,US
UK,en,5,8,0,6,6,100.0,0,0,F,False,False,False,True,19,2855,UK
France,fr,3,8,0,0,1,0.0,0,0,F,True,True,False,True,528,2855,France
UK,en,5,9,2,0,1,0.0,0,0,F,False,False,False,False,505,2855,UK
Sweden,en,10,8,7,3,2,100.0,1,0,F,True,False,True,False,26,2855,Sweden
Denmark,en,3,8,128,0,1,0.0,0,5,F,True,False,True,True,39,2855,Denmark
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,650,2855,France
Australia,en,15,9,4,0,1,0.0,0,7,M,True,False,True,False,79,2855,Other
Belgium,fr,4,8,9,6,2,0.0,2,0,F,True,False,True,True,133,2855,Belgium
US,en,53,61,1160,62,45,80.0,4,69,F,True,False,True,False,11,2855,US
UK,en,8,10,16,0,3,0.0,134,10,F,False,False,False,True,12,2855,UK
Germany,de,10,8,16,0,1,0.0,0,0,F,True,False,True,False,13,2855,Germany
France,es,13,10,0,0,1,0.0,0,0,F,True,False,True,False,196,2855,France
France,fr,3,8,0,1,2,0.0,14,0,M,True,True,False,True,66,2855,France
US,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,352,2855,US
France,fr,5,8,0,0,1,0.0,1,0,F,True,False,True,True,191,2855,France
Italy,en,3,8,0,1,2,0.0,0,0,M,True,False,True,True,19,2855,Italy
France,fr,5,8,0,0,1,0.0,0,0,F,True,False,True,True,223,2855,France
Spain,es,9,8,9,0,1,0.0,1113,66,F,True,True,False,True,12,2855,Spain
Spain,es,10,8,0,0,1,0.0,0,0,F,True,True,False,True,578,2855,Spain
France,fr,14,9,1,5,4,0.0,0,0,F,False,False,False,True,327,2855,France
Spain,es,11,8,1,1,1,0.0,1,0,F,True,True,False,False,584,2855,Spain
France,fr,26,44,1,0,9,53.0,0,0,M,True,False,True,False,210,2855,France
UK,en,3,8,0,0,3,0.0,0,0,F,False,False,False,True,34,2855,UK
Italy,it,4,8,8,3,2,100.0,0,0,M,True,False,True,True,130,2855,Italy
US,en,43,16,31,0,3,100.0,2,2,F,True,False,True,False,12,2855,US
France,fr,34,9,46,25,27,96.0,0,0,F,True,False,True,False,12,2855,France
Sweden,en,13,10,4,0,1,0.0,2,2,M,True,False,True,True,550,2855,Sweden
Belgium,fr,23,8,2,1,1,0.0,1916,405,F,False,False,False,True,29,2855,Belgium
US,en,9,8,338,6,1,0.0,224,14,F,True,False,True,True,11,2855,US
UK,en,3,8,27,0,1,0.0,2,2,M,True,False,True,False,17,2855,UK
Italy,it,4,10,32,50,4,75.0,0,0,F,True,False,True,False,11,2855,Italy
US,en,17,9,70,4,7,42.0,1,0,F,True,False,True,False,11,2855,US
Belgium,en,3,8,3,3,1,0.0,1,0,F,True,False,True,True,14,2855,Belgium
UK,en,23,22,28,23,60,96.4,139,6,F,False,False,False,False,11,2855,UK
Sweden,en,125,500,7044,117,67,90.0,664,0,F,False,False,False,False,16,2855,Sweden
UK,en,4,8,0,0,1,0.0,0,0,M,True,False,True,True,693,2854,UK
US,en,4,8,0,2,1,0.0,0,1,F,False,False,False,True,19,2854,US
France,fr,18,9,1,2,6,83.0,0,0,M,True,False,True,False,12,2854,France
US,en,23,8,2,0,11,100.0,0,0,F,True,False,True,False,186,2854,US
Swiss,de,17,9,71,6,4,0.0,120,3,F,True,False,True,False,15,2854,Other
Spain,en,4,8,0,1,1,0.0,0,0,F,True,False,True,False,640,2854,Spain
Italy,it,74,161,151,7,13,92.0,23,0,F,True,False,True,False,12,2854,Italy
UK,en,7,9,1,0,1,0.0,0,1,M,False,False,False,True,471,2854,UK
Italy,it,4,8,2,0,2,0.0,1,0,M,True,False,True,False,12,2854,Italy
Germany,en,5,9,19,1,2,100.0,1,4,F,True,False,True,True,44,2854,Germany
UK,en,3,8,32,5,2,100.0,1,0,F,True,False,True,False,13,2854,UK
US,en,23,35,5,4,7,100.0,4,0,F,True,False,True,False,15,2854,US
US,en,3,8,0,3,2,0.0,0,0,F,True,False,True,True,135,2854,US
UK,en,7,8,3,3,6,50.0,0,2,F,False,False,False,True,47,2854,UK
Belgium,en,9,17,56,4,2,100.0,3,4,F,True,False,True,False,21,2854,Belgium
France,fr,8,8,0,0,3,66.0,0,0,F,True,False,True,True,584,2854,France
US,en,16,22,20,0,2,100.0,14,2,F,True,False,True,True,33,2854,US
Belgium,en,8,8,41,1,2,100.0,50,1,F,True,True,False,False,15,2854,Belgium
France,fr,4,8,1,0,1,0.0,0,0,F,True,True,False,True,516,2854,France
Germany,de,3,8,0,0,1,0.0,1,0,F,False,False,False,True,263,2854,Germany
France,fr,4,8,2,1,1,0.0,0,3,F,False,False,False,True,17,2854,France
France,fr,4,8,0,1,4,100.0,0,0,F,True,False,True,True,45,2854,France
Spain,es,18,8,8,0,3,66.0,0,0,F,True,False,True,False,13,2854,Spain
Italy,it,4,8,5,0,1,0.0,5,1,F,True,True,False,True,362,2854,Italy
Spain,es,19,10,14,54,12,83.3,108,20,M,True,True,False,True,22,2854,Spain
Spain,en,12,8,90,4,6,33.0,0,0,F,True,False,True,False,244,2854,Spain
Romania,it,8,8,367,14,2,50.0,1,19,M,False,False,False,True,11,2854,Other
France,fr,4,8,0,2,2,100.0,0,0,M,False,False,False,True,15,2854,France
Germany,de,11,8,1,2,4,100.0,0,0,F,True,False,True,False,64,2854,Germany
France,fr,5,8,0,0,1,0.0,0,0,M,True,False,True,False,366,2854,France
France,fr,4,8,0,0,1,0.0,0,0,M,False,False,False,True,260,2854,France
Germany,de,3,8,5,0,1,0.0,0,4,F,False,False,False,True,48,2854,Germany
Bulgaria,en,3,9,10,1,2,100.0,79,2,F,False,False,False,True,12,2854,Other
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,False,418,2854,France
Belgium,en,4,8,0,0,2,0.0,0,0,F,False,False,False,True,573,2854,Belgium
Belgium,fr,6,8,0,0,4,75.0,3,0,M,True,True,False,True,227,2854,Belgium
Germany,de,7,8,13,0,2,100.0,3,4,F,False,False,False,True,192,2854,Germany
Spain,es,13,21,8,0,1,0.0,9,0,F,True,True,False,True,689,2854,Spain
France,fr,4,8,0,0,2,50.0,0,0,M,True,False,True,True,103,2854,France
UK,en,3,8,4,3,1,0.0,2,0,F,False,False,False,True,13,2854,UK
UK,en,12,8,0,0,7,100.0,0,0,F,False,False,False,True,251,2854,UK
Spain,es,11,8,1,4,9,50.0,0,0,M,True,False,True,False,17,2854,Spain
France,fr,4,8,0,4,4,60.0,0,0,M,False,False,False,True,32,2854,France
France,fr,8,10,176,8,7,100.0,28,1,F,True,False,True,False,11,2854,France
Sweden,en,4,8,1,1,1,0.0,1,0,F,False,False,False,True,83,2854,Sweden
US,en,3,8,0,1,1,0.0,0,0,F,False,False,False,True,297,2854,US
UK,en,28,8,83,34,51,100.0,25,8,F,True,False,True,True,12,2854,UK
France,fr,5,8,0,1,1,0.0,0,0,F,True,False,True,False,16,2854,France
France,fr,4,8,0,0,2,100.0,0,0,F,True,True,False,True,659,2854,France
Italy,it,4,8,0,1,2,0.0,0,0,F,True,True,False,False,223,2854,Italy
France,fr,5,8,0,0,1,0.0,0,0,F,True,False,True,True,456,2854,France
UK,fr,12,10,2,1,1,0.0,0,0,F,True,False,True,False,455,2854,UK
France,fr,6,4,0,1,2,100.0,0,0,F,True,False,True,True,260,2854,France
Belgium,fr,4,8,0,0,2,100.0,0,0,F,True,True,False,True,51,2854,Belgium
